Frequency,Nominal,Min,Max
565000,-2.2487458672974716,-2.642777184001653,-1.9332574668898752
580000,-2.188364886407256,-2.5724240819256674,-1.8806532692578848
600000,-2.112476999681499,-2.4840310597293187,-1.8145105081786754
615000,-2.0587437812000693,-2.4214636339970963,-1.7676564687910854
630000,-2.007521598786857,-2.3618367453394855,-1.722974578071363
645000,-1.958634894667562,-2.3049446502486366,-1.6803130509940156
660000,-1.9119241113403742,-2.250600373760816,-1.6395339274912437
675000,-1.8672439085621988,-2.198633615761541,-1.6005115329601793
688000,-1.8300607336318586,-2.155398407639364,-1.5680241875435093
700000,-1.796934118952106,-2.1168895812521717,-1.5390709048002322
715000,-1.7570503719723443,-2.070538327886094,-1.5041983295506616
732000,-1.713773254276239,-2.0202598176694946,-1.46634118134659
750000,-1.6700303092004953,-1.969458508367388,-1.4280567729825127
765000,-1.6351050806717655,-1.9289118200203117,-1.3974745734247975
780000,-1.6014826772550845,-1.8898901368773864,-1.368019705798492
800000,-1.55855258586567,-1.8400849145136773,-1.3303904623116105
820000,-1.5176478534211206,-1.7926502890704163,-1.2945138394338078
840000,-1.4786236311553058,-1.7474166437574443,-1.2602645332806812
860000,-1.4413485648644013,-1.7042301724463562,-1.227528909314583
880000,-1.4057032587697498,-1.6629510787502562,-1.1962036745510913
900000,-1.3715789445990931,-1.623452015864725,-1.1661947270647115
920000,-1.3388763245900763,-1.5856167304252313,-1.137416155769783
940000,-1.3075045624593518,-1.5493388799104484,-1.109789368060493
960000,-1.277380400716431,-1.514520998214813,-1.0832423266362066
980000,-1.248427386238907,-1.4810735881688382,-1.057708879892019
1000000,-1.2205751889249556,-1.448914323190623,-1.033128172757537
